consensus_rank,Player,Season,Team,Role,proba_1_Logistic,proba_1_XGB,proba_1_MLP,rank_proba_1_Logistic,rank_proba_1_XGB,rank_proba_1_MLP,consensus_score
66,Angelo Fulgini,2017-2018,Angers,AM,0.7561361828353867,0.07030276,0.6685777660034609,50.0,101.0,58.0,69.66666666666667
67,Keita Baldé,2019-2020,Monaco,LW,0.5896043062954435,0.13559026,0.6644313000407974,74.0,78.0,59.0,70.33333333333333
68,Osman Bukari,2021-2022,Nantes,RW,0.8141314659685672,0.08619759,0.6239456010531726,43.0,94.0,77.0,71.33333333333333
69,Martin Terrier,2019-2020,Lyon,LW,0.691307075827264,0.106579326,0.6441496453397447,62.0,87.0,66.0,71.66666666666667
70,Anwar El Ghazi,2017-2018,Lille,RW,0.654157733253692,0.65049016,0.5762611731935937,69.0,64.0,99.0,77.33333333333333
71,Adam Ounas,2019-2020,Nice,RW,0.2782106770401369,0.086796805,0.773055473275008,125.0,93.0,20.0,79.33333333333333
72,Nicolas Pépé,2017-2018,Lille,RW,0.6482631739393324,0.7788708,0.5482940498796697,70.0,51.0,123.0,81.33333333333333
73,Franck Honorat,2021-2022,Brest,RW,0.509599512524687,0.7265453,0.5653977961767159,88.0,58.0,105.0,83.66666666666667
74,Florian Thauvin,2020-2021,Marseille,RW,0.37542015832159853,0.12899384,0.6334896279960004,100.0,83.0,68.0,83.66666666666667
75,Luiz Araújo,2017-2018,Lille,RW,0.524091515117256,0.654964,0.564607346191948,84.0,63.0,106.0,84.33333333333333
76,Remi Oudin,2019-2020,2 Teams,AM,0.5195962641564712,0.045371786,0.6916331403054946,85.0,128.0,46.0,86.33333333333333
77,Jonathan Bamba,2018-2019,Lille,LW,0.7181924340752759,0.7945465,0.4992312463725622,57.0,49.0,159.0,88.33333333333333
78,Moses Simon,2021-2022,Nantes,LW,0.21633715906239334,0.0685287,0.7374191795086616,134.0,104.0,28.0,88.66666666666667
79,Ismaila Sarr,2017-2018,Rennes,RW,0.5527020645528685,0.7124774,0.5416993222918435,79.0,60.0,129.0,89.33333333333333
80,Justin Kluivert,2021-2022,Nice,AM,0.5754546329332437,0.77428377,0.5201566086016469,76.0,52.0,141.0,89.66666666666667
81,Kevin Volland,2020-2021,Monaco,AM,0.4311306604309567,0.8375905,0.534488507658383,96.0,44.0,133.0,91.0
82,Arnaud Nordin,2018-2019,Saint-Étienne,RW,0.8442007394394203,0.19752932,0.4960391019040824,39.0,74.0,161.0,91.33333333333333
83,Remi Oudin,2021-2022,Bordeaux,AM,0.4224984497813449,0.047046185,0.6584058674383233,98.0,124.0,61.0,94.33333333333333
84,Myziane Maolida,2018-2019,Nice,LW,0.6715856462758524,0.02659525,0.6450685342567511,66.0,156.0,64.0,95.33333333333333
85,Adil Aouchiche,2020-2021,Saint-Étienne,AM,0.2230250755317103,0.040509425,0.7733754422532038,130.0,139.0,19.0,96.0
86,Marcus Thuram,2018-2019,Guingamp,RW,0.6461505662840383,0.6939156,0.5010914831428375,71.0,61.0,157.0,96.33333333333333
87,Jonathan Bamba,2020-2021,Lille,LW,0.4465794262621064,0.71823543,0.5284538158456636,92.0,59.0,138.0,96.33333333333333
88,Adama Traoré,2019-2020,2 Teams,RW,0.2500487422744406,0.08363788,0.6333515441574007,127.0,95.0,69.0,97.0
89,Naïm Sliti,2017-2018,Dijon,LW,0.3468599649431863,0.0665253,0.6224317993702919,107.0,108.0,81.0,98.66666666666667
90,Rémy Cabella,2017-2018,2 Teams,AM,0.30352139447143206,0.076866634,0.6155792904779468,119.0,97.0,85.0,100.33333333333333
91,Franck Honorat,2020-2021,Brest,RW,0.5671353326529839,0.24145794,0.5013718909993661,78.0,68.0,156.0,100.66666666666667
92,Javairô Dilrosun,2021-2022,Bordeaux,LW,0.13352695242744714,0.059751924,0.7489519749155753,168.0,112.0,26.0,102.0
93,Romain Faivre,2021-2022,2 Teams,AM,0.2841680633594604,0.06780702,0.6175689544075398,124.0,105.0,83.0,104.0
94,Rony Lopes,2017-2018,Monaco,LW,0.32374728844261824,0.034862913,0.6782653955905876,113.0,148.0,52.0,104.33333333333333
95,Yann Karamoh,2018-2019,Bordeaux,LW,0.1381644432696164,0.046548817,0.7587012783512324,166.0,125.0,24.0,105.0
96,Moses Simon,2019-2020,Nantes,LW,0.08993548072623797,0.07133994,0.7100828844911465,180.0,99.0,36.0,105.0
97,Rémy Cabella,2018-2019,Saint-Étienne,AM,0.46688305807564556,0.17140538,0.5101142965157861,91.0,75.0,149.0,105.0
98,Armand Lauriente,2021-2022,Lorient,RW,0.33370499381290997,0.86605155,0.4756572483574506,110.0,37.0,173.0,106.66666666666667
99,Keagan Dolly,2017-2018,Montpellier,LW,0.17314258055722745,0.09371779,0.6229289635168066,156.0,88.0,80.0,108.0
100,Lucas Ocampos,2017-2018,Marseille,LW,0.6760722642214978,0.8098315,0.4018704572541181,65.0,48.0,219.0,110.66666666666667
101,Sofiane Boufal,2021-2022,Angers,AM,0.4826125475478954,0.0672998,0.5310415108551124,90.0,106.0,136.0,110.66666666666667
102,Jeff Reine-Adélaïde,2018-2019,Angers,AM,0.3709299587172404,0.067148864,0.5444001999544255,102.0,107.0,126.0,111.66666666666667
103,Myziane Maolida,2020-2021,Nice,LW,0.30931347072233384,0.02015047,0.6849911717232051,115.0,174.0,48.0,112.33333333333333
104,Remi Oudin,2018-2019,Reims,AM,0.5681103055407937,0.020640386,0.5973384150995812,77.0,170.0,92.0,113.0
105,Rony Lopes,2018-2019,Monaco,LW,0.08906987427178174,0.072868444,0.6549855188729703,181.0,98.0,63.0,114.0
106,Kwon Chang-hoon,2017-2018,Dijon,RW,0.3088305576275674,0.034986433,0.620519349970445,116.0,147.0,82.0,115.0
107,Adrien Thomasson,2018-2019,Strasbourg,AM,0.10807894527560657,0.05465993,0.6692037953585518,174.0,115.0,57.0,115.33333333333333
108,Maxwel Cornet,2020-2021,Lyon,LW,0.423565248484157,0.77993846,0.4367955186905751,97.0,50.0,201.0,116.0
109,Adrien Thomasson,2019-2020,Strasbourg,AM,0.2946815542051893,0.04143345,0.6003613794205166,121.0,138.0,90.0,116.33333333333333
110,Yannis Salibur,2017-2018,Guingamp,RW,0.20481250415548838,0.041852973,0.6308370109770395,142.5,135.5,72.5,116.83333333333333
111,Nathanael Mbuku,2020-2021,Reims,LW,0.3087188611576265,0.052504484,0.5524490737281887,117.0,117.0,120.0,118.0
112,Jeff Reine-Adélaïde,2020-2021,Nice,AM,0.30746205298572377,0.070540816,0.524033101858123,118.0,100.0,140.0,119.33333333333333
113,Moses Simon,2020-2021,Nantes,LW,0.09873156124016551,0.045461938,0.6700175791648026,177.0,127.0,55.0,119.66666666666667
114,Jonathan Bamba,2019-2020,Lille,LW,0.22180640681199779,0.061930105,0.5525502153380686,131.0,110.0,119.0,120.0
115,François Kamano,2017-2018,Bordeaux,LW,0.37458050436747176,0.0509905,0.5146219557668049,101.0,118.0,145.0,121.33333333333333
116,Romain Del Castillo,2020-2021,Rennes,RW,0.12523279237201387,0.03656443,0.6790638548213072,170.0,143.0,51.0,121.33333333333333
117,Lucas Ocampos,2018-2019,Marseille,LW,0.43825457286999653,0.5968508,0.4312971948074611,95.0,65.0,204.0,121.33333333333333
118,Sofiane Diop,2020-2021,Monaco,LW,0.4388964039877834,0.034323025,0.5479986808658921,94.0,149.0,124.0,122.33333333333333
119,Angelo Fulgini,2018-2019,Angers,AM,0.28482093849545914,0.04602138,0.5521165824388805,123.0,126.0,121.0,123.33333333333333
120,Mounir Chouiar,2019-2020,Dijon,LW,0.5251630395756778,0.05037768,0.48146555776544236,83.0,119.0,169.0,123.66666666666667
121,Ludovic Blas,2021-2022,Nantes,RW,0.35233274130659165,0.089258835,0.4714594405191422,105.0,91.0,176.0,124.0
122,Aleksandr Golovin,2018-2019,Monaco,AM,0.20020400248561945,0.73672116,0.47435119381143975,145.0,55.0,174.0,124.66666666666667
123,Jonathan Cafu,2017-2018,Bordeaux,RW,0.34881778690047227,0.13744424,0.43786668959536956,106.0,77.0,200.0,127.66666666666667
124,Samuel Kalu,2018-2019,Bordeaux,RW,0.21535931655714463,0.012104155,0.6801291111428659,136.0,199.0,50.0,128.33333333333334
125,Rony Lopes,2020-2021,Nice,LW,0.3239039588986443,0.06378092,0.4890915774725251,112.0,109.0,165.0,128.66666666666666
126,Yannis Salibur,2017-2018,Guingamp,RW,0.20481250415548838,0.041852973,0.5635728355239541,142.5,135.5,109.5,129.16666666666666
127,Bassem Srarfi,2017-2018,Nice,RW,0.5106271269796748,0.01883399,0.5376102892320375,87.0,179.0,131.0,132.33333333333334
128,Nemanja Radonjić,2019-2020,Marseille,LW,0.216237842640776,0.11650678,0.4595447534164513,135.0,85.0,186.0,135.33333333333334
129,François Kamano,2019-2020,Bordeaux,LW,0.6055304616577111,0.03149636,0.46493883936419617,73.0,152.0,181.0,135.33333333333334
130,Gelson Martins,2020-2021,Monaco,RW,0.537635148117728,0.087349944,0.3760433244858186,81.0,92.0,234.0,135.66666666666666
131,Nathanael Mbuku,2021-2022,Reims,LW,0.4169919296719955,0.015310264,0.5554829709435486,99.0,192.0,117.0,136.0
132,Gelson Martins,2018-2019,Monaco,RW,0.2927209082396459,0.12708426,0.434007666497412,122.0,84.0,202.0,136.0
133,Remi Oudin,2020-2021,Bordeaux,AM,0.3343944142869515,0.02587659,0.5154186447282842,109.0,159.0,143.0,137.0
134,Angelo Fulgini,2020-2021,Angers,AM,0.16122876569197778,0.04893474,0.5373226452126284,160.0,121.0,132.0,137.66666666666666
135,Yannis Salibur,2017-2018,Guingamp,RW,0.0552803070223111,0.041852973,0.6308370109770395,208.5,135.5,72.5,138.83333333333334
136,Luiz Araújo,2020-2021,Lille,RW,0.19455368080949187,0.049536057,0.5020182850123133,148.0,120.0,155.0,141.0
137,Nicolas Benezet,2017-2018,Guingamp,LW,0.11156451344928439,0.01938943,0.6248871020672201,173.0,178.0,76.0,142.33333333333334
138,Yannis Salibur,2017-2018,Guingamp,RW,0.20481250415548838,0.009432328,0.6308370109770395,142.5,215.5,72.5,143.5
139,Alberth Elis,2021-2022,Bordeaux,RW,0.36692477479991625,0.025608668,0.4813154377016816,104.0,160.0,170.0,144.66666666666666
140,Denis Bouanga,2021-2022,Saint-Étienne,LW,0.33227157849639777,0.042510945,0.45097663431817353,111.0,133.0,192.0,145.33333333333334
141,Ludovic Blas,2017-2018,Guingamp,RW,0.21000357747792442,0.11276214,0.41797818785882956,140.0,86.0,210.0,145.33333333333334
142,Romain Faivre,2020-2021,Brest,AM,0.0722788845118494,0.027103651,0.6044595912785344,194.0,155.0,89.0,146.0
143,Rafinha,2020-2021,Paris S-G,AM,0.24627626948015904,0.047541924,0.4593020583702222,129.0,123.0,187.0,146.33333333333334
144,Yannis Salibur,2018-2019,Saint-Étienne,RW,0.019928006907245728,0.023244642,0.7207578396525042,245.0,165.0,33.0,147.66666666666666
145,Samuel Grandsir,2019-2020,Brest,RW,0.033358505331146385,0.026035238,0.6430551506986436,224.0,158.0,67.0,149.66666666666666
146,Isaac Mbenza,2017-2018,Montpellier,RW,0.07118430670408905,0.052922755,0.5334791619539757,199.0,116.0,134.0,149.66666666666666
147,Yannis Salibur,2017-2018,Guingamp,RW,0.0552803070223111,0.041852973,0.5635728355239541,208.5,135.5,109.5,151.16666666666666
148,Yusuf Yazıcı,2019-2020,Lille,AM,0.3216517646830184,0.011836037,0.5279055945272197,114.0,202.0,139.0,151.66666666666666
