Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Role,Tier_league
Stiven Mendoza,2018-2019,26,Amiens,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.07,2,0.05,0.25,0.4,19,23.6,33.4,70.7,1.2,2.1,1.2,0.3,3.8,343,115.7,14,16.4,85.3,6.9,9.6,71.6,1.6,4.2,37.5,29.9,211.1,101,3,2.5,0.4,3.3,2.6,31.8,6.7,0.3,0.2,3.1,1.9,36.4,0.2,0,1.2,2.2,1.4,0.9,0.7,1.2,0.9,0,0.9,0.8,2.2,0.6,0,29.2,4,1.6,0,0.3,4,1.7,0.1,56.2,43.8,46.8,0.7,5.6,21.5,20.9,2.4,46.8,LW,0
Stiven Mendoza,2019-2020,27,Amiens,0.4,0,0.4,0.4,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0.1,-0.1,0.16,1.9,0.22,0.5,0.8,43.5,21.4,31.6,67.9,0.7,1.9,0.7,0.1,2.6,322,95.2,12.4,15.4,80.9,7.1,9.6,74.4,1.1,2.8,41.2,26.4,197.9,108.4,3.9,2.6,0.9,3.5,2.7,32.5,7,0.3,0.2,2.5,1.5,36.4,0.2,0,1.7,1.7,1,0.6,0.3,1.5,1.1,0.2,0.9,0.7,1.7,0.2,0.1,30.2,1.2,0.3,0.2,0.5,1.9,0.2,0.1,59.1,40.9,43.8,0.7,4.5,22,18.1,2.4,43.8,LW,0
Téji Savanier,2018-2019,26,Nîmes,0.2,0.4,0.6,0.1,0.1,0.1,0.2,0.1,0.3,0.5,0.2,0.4,0,0.1,0.04,2,0.03,0.12,0.5,27,38.8,59.2,65.5,2.7,6.3,0.7,0.2,7.7,862.8,350.1,13.3,16.6,79.8,14.5,19.6,73.8,9.8,19.5,50.2,37.9,225.1,122.9,1.9,1.7,0.3,2,1.4,40,1.3,0.7,0.3,4.9,2.2,48.9,0.2,0,1.6,3,3,1.8,1.4,2.3,1,0.5,0.5,2,5,1.7,0.1,48.7,10.3,4.7,0.2,1.6,8,5.4,0,66.9,33.1,73.4,2.6,14.8,41.1,19.2,0.6,73.3,AM,1
Téji Savanier,2019-2020,27,Montpellier,0.4,0.1,0.5,0.2,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.2,0.2,0,0.04,1.7,0.14,0.57,0.4,24.1,41.8,56,74.6,1.7,6,0.7,0.1,7.4,859.8,289.8,16.6,19.6,84.6,15.6,19.5,80.1,8.7,14.4,60.2,37.5,212.1,109.8,1.7,1.6,0.1,2.4,0.9,43.2,1.8,0.5,0.2,4.1,2.3,62.9,0.3,0,2.3,3.3,3.1,2.3,1.5,3.1,0.6,0,0.6,2.1,5.1,1.2,0.1,50.3,5.6,2.7,0.1,1.5,5,2.7,0,61.1,38.9,70,1.7,12.3,42.4,16.4,0.4,69.9,AM,1
Téji Savanier,2020-2021,28,Montpellier,0.2,0.2,0.4,0.1,0.1,0.2,0.2,0.1,0.3,0.5,0.3,0.4,0,-0.1,0.05,2.2,0.06,0.18,0.7,32.7,35.9,52.2,68.8,2.6,5.1,1,0.3,7.1,743,259.8,13.7,17.1,80,12.3,16.5,74.6,8.4,15.3,54.8,34.1,183.4,89.6,1.9,1.9,0.2,2,1.8,38.3,3.2,0.5,0.2,6,2.5,46.2,0.2,0,2.4,2.7,2,1.4,0.9,2.1,1.2,0.2,0.9,1.6,3.6,0.6,0,44.6,7.4,2.4,0.1,1.3,6.8,4,0,62.2,37.8,65.3,1.1,10.4,34.3,22,1.6,65.1,AM,1
Tanguy Ndombele,2017-2018,20,2 Teams,0,0.2,0.2,0,0,0,0.1,0.1,0.2,0.2,0.1,0.2,-0.1,0,0.05,1.1,0,0,0.2,16.1,50.3,57.2,88,1.7,4.9,1,0.1,6.8,809.5,234.1,24.9,27.4,90.7,20.5,22.2,92.2,3.4,4.4,77,48.1,263.7,139.7,2.8,2.1,0.3,2.2,1.9,52.3,2.2,0.4,0.3,4.3,3,66.7,0.2,0,1.2,2.6,2.4,1.5,0.4,1.1,2,0.3,1.7,1.4,3.8,0.4,0,55.9,1.1,0.8,0.5,0.3,0.3,0.2,0,76.4,23.6,68.9,0.7,10.1,47.3,12.9,1.1,68.9,CM,2
Tanguy Ndombele,2018-2019,21,Lyon,0,0.2,0.3,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0.1,0.06,1,0.03,0.14,0.2,22.6,58.9,66.5,88.5,1.6,7,1,0,8.9,948.7,311.8,29.1,31.6,92.1,24.3,27,90,3.5,4.4,80.2,54.9,291.2,163.7,2.7,2.7,0.1,1.9,1.7,60.4,2,0.6,0.5,4.1,3.4,60,0.1,0,1.4,2.4,2.2,1.4,0.7,1.1,1,0.3,0.7,1,3.2,0.4,0.1,64.8,1.4,1,0.7,0.3,0.2,0,0,72.7,27.3,76.3,1,9.7,53.3,14.6,0.8,76.3,CM,2
Tanguy Ndombele,2021-2022,24,Lyon,0,0.3,0.3,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.05,0.6,0,,0,0,59.8,67.4,88.8,1.2,7.8,1.2,0.1,7.2,975.5,320.8,26.7,28.9,92.4,25.9,28.2,91.8,4.4,5.9,73.9,58.4,299.4,142.3,1.7,2.1,0.4,2.6,1.5,59.7,1.3,0.3,0.3,2.6,2.4,60,0.4,0,1.7,2.4,3.2,1.8,1.5,0.9,1,0.4,0.6,0.4,3.6,0.8,0.3,63.9,3.2,3.1,0.5,0.3,0.3,0,0,66.7,33.3,79.1,2.4,14.1,51,14.6,1.8,79.1,CM,1
Theo Valls,2018-2019,22,Nîmes,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,-0.1,-0.1,0.06,1.1,0,0,0.2,19,29.6,37.9,78.3,1,2.8,0.3,0.1,3.9,452.2,139.4,16.9,20.1,84.3,9.7,11.9,81.3,2,3.4,58.2,23.5,109.8,56.3,1.1,0.8,0.1,1,0.7,27.7,1.8,0.1,0,2.4,2.1,44.9,0.1,0,1,0.6,1.9,1.1,0.8,1.4,0.9,0.2,0.7,1.1,3,0.8,0,36.7,1.2,0.5,0,0.4,1,0,0,53.8,46.2,46.1,1,9.1,27.2,10.4,0.9,46.1,CM,0
Theo Valls,2019-2020,23,Nîmes,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,-0.1,0.04,1.4,0.04,0.14,0.4,28,29.5,38.7,76.3,1.4,4.1,0.6,0.2,4.8,523.1,159.9,14.1,16.3,86.5,11.4,13.8,82.1,3.4,5.8,59,25.9,122.4,65.7,1.6,0.7,0.2,1.6,0.7,28.8,1.9,0.1,0.1,2.5,1.9,46.2,0.1,0.1,0.7,1.3,2.2,0.9,0.9,1.9,0.9,0,0.9,0.7,2.9,0.3,0,35.8,2.6,1.5,0,0.7,2.3,1,0,65,35,47.8,0.7,8,29.1,11.3,1.1,47.8,CM,0
Thiago Maia,2017-2018,20,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.5,0,0,0.1,13.3,54.2,64.3,84.3,0.5,5.5,0.5,0,6.9,940.2,306.1,22.5,25.2,89.1,23.3,26.5,88.3,5.6,8.1,68.6,41,222.9,109.6,1.6,1.1,0.1,1.5,1.3,51,1.5,0.1,0.1,1.8,1.6,46.3,0.1,0,1.2,0.8,2,1.5,0.5,1.7,1.2,0.4,0.8,2.2,4.2,1.7,0,61.5,2.5,1.3,0.1,0.3,0.3,0,0,78.8,21.2,73.6,2.7,18.5,46.9,9.4,0.6,73.6,DM,1
Thiago Maia,2018-2019,21,Lille,0,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0.1,-0.1,0,0.26,0.2,0,0,0.1,50,43,51.9,82.9,0.7,6,0.4,0.1,6.3,771.1,233.4,16.7,19.2,87.2,20.2,22.7,89.1,4.7,6.7,69.7,32.4,146,71.4,0.6,0.7,0,1.2,0.9,36.4,0.7,0.1,0.1,1.8,1.5,43.8,0.4,0,1.6,1.2,2.8,1.7,1.1,1.8,1.2,0.4,0.8,2,4.8,2,0,50.9,1,0.9,0.1,0.1,0.2,0,0,66.7,33.3,62.1,2.7,13.1,44.8,5,0.4,62.1,DM,1
Thiago Mendes,2017-2018,25,Lille,0.1,0.2,0.3,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.06,1.8,0.07,0.2,0.6,33.3,46.1,54.6,84.4,1.7,5.4,0.8,0,6.4,731.2,218.5,23.3,25.4,91.5,15.2,17.4,87.4,4.3,6.7,64.7,39.7,220.6,105.4,2.2,3,0.4,2.6,1.6,49.3,4.9,0.4,0.2,3.5,2.7,60,0.2,0,1.5,1.8,1,0.6,0.2,0.7,0.8,0.1,0.7,1,2,1.1,0,51,3.1,1.1,0.2,0.5,1.2,0.8,0.1,81.3,18.8,63.9,1.1,8,37.1,19.7,1.4,63.9,DM,2
Thiago Mendes,2018-2019,26,Lille,0,0.1,0.1,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,0.05,0.9,0,0,0.1,12.5,51,62.6,81.5,1.8,5.8,0.4,0.1,6.8,887.5,302.7,23,25.3,91,19.4,22.3,87,6,11.3,53.4,41.1,188.7,99.2,1.1,1.4,0,1.1,0.8,46,1.3,0.3,0.1,3.3,1.9,40,0.3,0,1.1,1.9,2.5,1.4,1.1,0.9,1.3,0.3,1,2,4.5,1.4,0,56.4,6.1,3,0.2,0.5,4,2.8,0,65.1,34.9,73.7,2.6,12.3,49.8,12.5,0.3,73.7,DM,1
Thiago Mendes,2019-2020,27,Lyon,0,0.3,0.3,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.2,0.05,1.3,0,0,0.1,11.5,49.9,58.3,85.5,1.1,6,0.9,0.1,6.4,851.8,246.5,25,26.9,93.2,18.2,20.7,88.2,5.1,7.6,66.2,40.8,157.4,72.4,0.7,1,0,1.3,1.1,48.1,1.4,0.4,0.4,2.2,1.9,59.1,0.2,0,1,0.9,2.1,1.4,1,1.2,1,0.3,0.7,2.3,4.4,1.8,0,56.4,1.9,1.3,0.2,0.6,0.4,0.2,0,57.1,42.9,69.7,2.2,12.7,45.7,11.7,0.2,69.7,DM,1
Thiago Mendes,2020-2021,28,Lyon,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.9,0,0,0.3,30.4,52.1,59.6,87.4,1,7.3,0.9,0.1,7.2,905.9,316.2,24.1,26.1,92.5,19.4,21.5,90.5,5.9,8.3,71.5,40.4,162.4,75.8,0.8,0.8,0,1.1,0.6,47.1,1,0.2,0.2,2.4,2.2,55.6,0.2,0,1,0.9,1.5,0.9,0.7,0.8,1.3,0.3,1,1.6,3,0.8,0.1,57.5,1.8,1.6,0.1,0.7,0.5,0,0,65.2,34.8,68.5,2,13.5,44.4,11.2,0.7,68.5,DM,1
Thomas Lemar,2017-2018,21,Monaco,0.1,0.3,0.4,0.1,0,0,0.1,0.1,0.3,0.4,0.2,0.4,-0.1,0,0.08,1.8,0.04,0.18,0.4,23.4,38.4,49.9,77,2.1,5.1,1.4,0.3,6.9,677.9,210.5,18.5,20.9,88.2,13.8,17.5,79,5.1,9.3,54.7,39.4,254.1,131.3,3.5,2.8,0.2,2,1.6,43.1,6.2,0.6,0.3,4,2.1,31.8,0,0,0.3,1.6,1.2,0.6,0.4,1.2,0.8,0,0.8,0.7,1.9,0.6,0,43.2,6.4,1.9,0.4,0.5,6.4,3.2,0.2,51.7,49.4,59.9,0.6,4.4,32.5,24.1,1.4,59.9,AM,2
Thomas Monconduit,2017-2018,26,Amiens,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.03,0.8,0.04,0.25,0.1,14.8,34.7,44.2,78.4,0.7,3.6,0.6,0.1,5,585.7,190.7,16.9,20,84.5,12.7,15.6,81.6,3.7,5.7,64.2,27,132,65.6,1,1,0.1,1.3,0.9,33.7,1,0.2,0.2,1.7,1.4,61.7,0.2,0,2,1.4,2.5,1.5,1,1.6,1.6,0.5,1.1,1.7,4.2,2.5,0.1,42.7,1.4,1.1,0.3,0.6,0.4,0,0.1,71.2,28.8,55.3,3.3,12.1,37,6.9,0.3,55.3,DM,0
Thomas Monconduit,2018-2019,27,Amiens,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.03,0.5,0,0,0.2,29.4,36.3,47,77.2,1,5,0.5,0,6.4,647.1,228.4,16.7,19.9,83.7,14.3,17.5,81.9,4.2,6.7,63.2,28.8,150.5,78.2,0.8,1.4,0.1,1.1,0.8,34.7,1,0.1,0,2.4,1.9,57.1,0.2,0,1.7,1.3,2.4,1.5,0.8,1.2,1.5,0.5,0.9,1.1,3.6,2.5,0,44.4,2.3,1.6,0.2,0.6,0.4,0,0,63,37,57.9,3.5,12.6,37.8,8.2,0.4,57.9,DM,0
Thomas Monconduit,2019-2020,28,Amiens,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.06,0.7,0,0,0.1,18.2,36,48.1,74.8,0.7,4.8,0.2,0,5.6,647,242.9,16.9,19.6,86.2,13,16.1,80.7,4.8,8.9,54.1,27.8,143.6,71.3,0.8,1.1,0.1,1.4,1,36,1.4,0,0,1.5,0.8,54.8,0.5,0,2.1,1.4,1.7,0.8,0.6,1.1,0.7,0.3,0.5,0.7,2.4,1.6,0.2,42.9,4.8,2.7,0.3,0.6,1.8,1.1,0.1,78.9,21.1,56.4,2.2,9.2,38.5,9.4,0.5,56.4,DM,0
Tiemoué Bakayoko,2019-2020,24,Monaco,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0,0.2,-0.1,0,0.09,1.3,0.04,0.14,0.4,29.2,42.5,50.3,84.4,0.5,3.9,0.6,0,5.9,677.6,195.3,22.3,25.7,86.7,15.7,17.8,87.9,3.4,4.3,78,37.5,199.4,90.8,1.6,0.9,0.4,1.6,1.6,45.3,2.9,0.2,0.2,2,1.3,72.5,0.2,0.1,1.8,3,2.5,1.3,1.5,1.3,0.6,0.2,0.4,1.5,4,0.9,0,48.6,1.3,1.3,0.2,0.2,0.5,0,0,63.2,36.8,62.6,1.7,10.7,39.7,12.8,1.5,62.6,DM,2
Timothy Weah,2020-2021,20,Lille,0.3,0,0.3,0.3,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0,-0.1,0.12,2.5,0.13,0.33,0.9,37.5,23.2,31.4,73.9,0.5,1.4,0.8,0,1.9,280,67.3,13.9,16.6,84,5.7,8.1,70.9,0.7,2.1,35,23.5,138.3,64.6,2.7,1.4,0.9,2.5,0.8,30.1,8.2,0,0,1.5,1.1,35.5,0.1,0,1.4,0.7,1.5,0.7,0.7,0.7,0.7,0,0.7,0.4,1.9,0.5,0,30.5,0.8,0.1,0,0,2.2,0,0.4,53.3,46.7,41.9,0.3,4.7,17.9,19.7,3.5,41.9,RW,1
Timothy Weah,2021-2022,21,Lille,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.2,0.4,0.2,0.4,0,0,0.12,1.9,0.09,0.33,0.5,26.5,22.7,31.5,71.9,1.4,1.6,0.8,0.5,2.4,324.2,81.3,12.8,15.8,81.3,7.4,9.9,75.1,1.2,2.3,50,27.5,184.3,76.4,3.1,2.1,1.1,1.9,1.2,29.4,8.5,0.5,0.3,3,2.1,42,0.1,0.1,0.6,1.1,1.1,0.4,0.6,0.6,0.9,0.1,0.8,0.6,1.6,0.4,0,30.1,1.4,0.2,0.1,0.1,2.7,0.1,0.3,51.4,48.6,40.6,0.6,4.3,17.7,19.4,3.7,40.6,RW,2
Tom Lacoux,2021-2022,19,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.2,0,,0,0,32.3,42.1,76.9,0.3,1.6,0,0,2.7,527.9,176.1,15,17.8,84.4,13.1,16,82,2.8,4.8,58.3,27.6,117.2,48.7,0.8,0.7,0,1.8,0.8,27.9,1.4,0.3,0.1,1.3,0.8,21.1,0.5,0,1.8,0.6,1.8,1.3,0.9,1.5,1.4,0.4,1,0.9,2.7,2,0.1,36,6,0.2,0.3,0.9,0.7,0,0,57.1,42.9,52.3,3.6,17.9,27.8,7,0.1,52.3,DM,0
Toma Bašić,2018-2019,21,Bordeaux,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,-0.1,0.06,1.4,0.1,0.29,0.5,35,32.5,41.9,77.6,1.4,3.5,0.3,0.1,4.3,579.8,168.5,15.5,17.4,89.5,11.1,13.4,82.9,4.5,8.2,55.4,30.8,165.6,72.8,1.4,1.1,0.1,1.9,1.2,35,3.9,0.1,0.1,2.4,1.4,52.5,0.2,0,1.6,1.6,2.2,1.1,0.7,1.4,0.9,0.1,0.8,0.6,2.8,1.5,0.1,37.3,4.4,2.2,0.1,0.5,3.1,1.9,0,60,40,52.8,1.2,7.4,31.9,14.1,0.7,52.8,CM,1
Toma Bašić,2019-2020,22,Bordeaux,0.1,0.3,0.4,0.1,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0,0.05,1.5,0.06,0.25,0.4,23.5,41.5,53.6,77.5,2.1,4.7,0.6,0,7,775.7,214.1,15.6,18.8,83.1,20.3,24.1,84.5,4.8,8.8,54.6,40.7,203.4,110.5,1.7,1.5,0.2,2.8,1.3,44.1,2.2,0.4,0.1,3.2,2,69.2,0.4,0,1.2,1.3,2.4,2,1.1,1.4,1.3,0.2,1.1,0.8,3.2,1.1,0.1,48.9,4.7,1.9,0.3,0.4,4.3,2.6,0.1,70.4,29.6,65.8,1.7,9.4,43.7,13.5,0.4,65.8,CM,2
Toma Bašić,2020-2021,23,Bordeaux,0.1,0,0.2,0.1,0,0,0.2,0.2,0.1,0.2,0.1,0.2,0,-0.1,0.1,1.6,0.09,0.24,0.6,37.8,36.3,44.6,81.3,0.9,2.7,0.6,0.1,3.8,643.9,157.4,15.6,17.5,88.9,15.6,18,86.8,3.8,6.7,57.5,34.5,164.4,68.7,1.1,0.8,0.1,1.6,0.8,39.2,2.6,0.1,0,2,1.1,45.5,0.2,0,1.5,1.1,1.1,0.8,0.6,1.5,0.7,0.2,0.6,1.1,2.2,1.5,0,42.5,2,1.1,0,0.4,2.2,0.8,0.1,74.2,25.8,54.3,1.6,10.7,33.5,10.6,1,54.3,CM,2
Tristan Dingomé,2017-2018,26,Troyes,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.03,0.4,0,0,0.2,40,36.2,45.5,79.6,1.1,4.3,0.9,0.2,5.1,647.6,207,15.1,17.2,87.7,15.9,18.4,86.1,4,6.3,63.1,28.2,117.5,56.3,0.9,0.8,0.1,0.6,1,35.8,2.4,0.2,0.2,2,1.9,41.2,0.3,0,1.1,0.6,1.9,1.5,0.4,0.6,0.9,0,0.9,0.9,2.8,1.2,0.1,44.5,0.7,0.3,0.2,0.2,1.6,0.2,0.1,66.7,33.3,52.6,1.8,11.9,28.5,12.5,0.5,52.6,CM,1
Tristan Dingomé,2018-2019,27,Reims,0.1,0.2,0.3,0.1,0,0,0,0,0.2,0.2,0.1,0.2,0,0.1,0.05,0.5,0.13,0.33,0.2,37.5,31.1,40.2,77.3,1.8,4.3,1.3,0.1,6.2,498.5,134,16.1,18.7,86.4,10.6,13.4,79.5,2.8,4.8,58.3,26.2,92.3,37.4,0.5,0.7,0.1,1.7,1.1,36.1,5.2,0.4,0.4,3.2,2.9,30.4,0.3,0,1.9,0.8,1.8,1,0.5,1.1,1.1,0.2,0.9,0.7,2.5,0.3,0,39.4,0.6,0.1,0.5,0.3,0.7,0,0.1,39.1,60.9,49.2,0.5,7.6,28.6,13.2,1,49.2,CM,1
Tristan Dingomé,2019-2020,28,Reims,0,0.1,0.1,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,0.05,0.9,0,0,0.1,11.1,26.9,37.7,71.4,1.2,2.8,1.3,0,5.1,454.8,99.7,13.7,17,81,9.8,12.8,76.4,2.5,4.2,59.5,22.6,70.9,19.3,0.1,0.3,0,2.1,1.1,33.5,4.8,0.3,0.3,3,2.5,25,0.1,0,2,1,1,0.4,0.2,1,0.6,0,0.6,0.6,1.6,0.1,0,35.8,1.6,0.3,0.5,0.2,1.7,0.8,0,60,40,44.5,0.4,5.1,22.5,16.8,1.5,44.5,CM,1
Vagner Gonçalves,2020-2021,24,Metz,0.4,0.1,0.5,0.2,0.2,0.2,0.4,0.3,0.1,0.6,0.1,0.4,-0.1,-0.1,0.16,1.8,0.11,0.5,0.4,21.1,17.3,23.5,73.8,1.2,0.9,0.7,0.1,1.8,243,53.1,9.5,12,79.1,6,7.2,84.4,0.8,1.8,47.4,23.9,123.5,53.6,1.3,1.1,0.3,4.6,2.3,26.6,6.8,0.5,0.2,3,1.6,17,0.3,0,2.3,2.6,1.5,0.8,0.2,1.2,0.6,0,0.6,0.4,1.9,0.1,0.1,21.3,1.9,1,0.3,0.1,1.7,0.2,0.8,45,55,35.6,0.1,4.2,16.3,16,2.8,35.4,RW,0
Valentín Vada,2017-2018,21,Bordeaux,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.07,1.3,0.17,0.5,0.4,33.3,53.5,63.8,83.8,0.7,4.7,0.8,0.2,6.2,786.7,201.9,29.4,31.9,92.1,15.4,18.4,83.5,3.8,6.8,55.4,47.4,228.7,105.4,2.2,2.1,0.2,2.3,0.9,54.2,4.5,0.1,0.1,2.1,1.6,33.3,0.4,0,1.7,2.1,2.3,1.2,0.8,2.5,0.8,0.1,0.7,0.6,2.9,0.5,0.1,57.5,6.4,2.6,0.2,0.8,3.6,2.5,0.1,60,40,73.7,0.5,9.6,43.1,21.6,1.4,73.7,CM,0
Valentin Rongier,2017-2018,22,Nantes,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.07,1.1,0.04,0.17,0.2,21.4,44.7,51.8,86.2,1.1,4.3,0.7,0.1,5.9,693.7,183.6,21.6,24.4,88.7,16.5,18.1,91.1,3.5,4.7,74.2,36.7,163,71.2,1.1,1.6,0.3,1.4,2,41.4,3.8,0.2,0.2,3.3,2.7,46.6,0,0,1.5,0.8,2.8,1.9,0.7,1.8,1.6,0.2,1.4,1.5,4.3,0.5,0,49.4,2.1,0.7,0.2,0.5,0.3,0,0.1,70,30,61.9,1,9,36.5,17,1.2,61.9,CM,2
Valentin Rongier,2018-2019,23,Nantes,0.1,0.1,0.3,0.1,0,0.1,0.2,0.1,0.2,0.3,0.1,0.3,-0.1,0,0.06,2,0.04,0.2,0.4,21.1,45.5,56.8,80.1,2.4,5.5,1.2,0.1,6.5,761.8,228.3,21.7,25.3,85.9,15,18.2,82.4,5.5,7.8,71.2,38,185.7,88.9,2,1.6,0.2,1.8,1.1,45.2,3.5,0.3,0.2,4.9,3.2,43.2,0.1,0,1.2,0.8,2.4,1.5,0.7,1.1,1.3,0.2,1.1,0.9,3.3,0.5,0,51.7,4.8,2.4,0.2,0.7,2.9,1.5,0.1,66.1,33.9,67.6,0.9,8.2,38.1,22,1.5,67.6,CM,2
Valentin Rongier,2019-2020,24,2 Teams,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0,0.05,1.7,0,0,0.4,25,54.3,63.2,86,1.6,5.8,0.4,0,5.3,854,188.1,28.3,31.9,88.8,19,20.9,91.2,4.4,5.9,74.8,46.8,230.4,109,1.9,1.4,0.3,1.7,1,52.6,2.3,0.1,0.1,3,2.4,60.5,0.1,0,1.7,0.9,3.5,2.4,1.1,1.9,1.5,0.2,1.3,1.7,5.2,0.7,0.1,61.6,1.5,1,0.1,0.7,0.6,0.1,0,88.2,11.8,76,1.1,10.9,46.9,18.6,1.6,75.9,CM,2
Valentin Rongier,2020-2021,25,Marseille,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.04,0.8,0.06,0.17,0.3,35.3,56.6,65.6,86.2,0.6,5,0.4,0.1,5.2,848.3,209.3,31,34.4,90.3,19.8,22.1,89.8,3.1,4.6,67,45.5,195.2,96,1.4,1.1,0.1,1.6,0.3,54.9,2.1,0.3,0.3,2.1,1.6,53.2,0.4,0,2.1,1.1,4.4,2.8,2.1,2,1.5,0.1,1.4,1.3,5.8,1,0,64.4,1.1,0.8,0.1,0.5,0.1,0,0,68.4,31.6,78.4,1.9,16.3,51.8,11.4,0.7,78.4,CM,2
Valentin Rongier,2021-2022,26,Marseille,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0,0.09,1.1,0,0,0.4,32.1,71.9,80,89.9,0.7,6.6,0.9,0.1,8,1130.2,291.7,37.1,39.9,93.1,28.6,31.3,91.3,4.1,5.2,78.7,62.1,317.1,159.7,2.1,2.3,0.2,1.1,0.6,66,3.2,0.2,0.2,2.4,1.9,41.3,0.1,0,1.4,1.1,3.2,2.1,1.1,1.3,1.1,0.2,0.9,1.4,4.5,0.6,0,73.1,6.7,1.4,0.2,0.5,0.3,0,0,63.8,36.2,89.7,1.4,18.7,54.4,17.7,1,89.7,CM,2
Valon Berisha,2020-2021,27,Reims,0,0.2,0.2,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0.1,0.05,1.1,0,0,0.2,14.3,45.2,55.5,81.6,1.4,5.5,1,0.1,7.1,875.4,220.9,18.2,20.8,87.6,17.3,20.6,83.8,7.8,11.2,69.8,35.7,194,112.8,2.6,1.7,0.2,1.5,0.7,44.6,2.8,0.4,0.3,3.1,2.6,40.9,0.1,0,0.8,0.9,2.2,1.3,0.6,2,0.8,0.1,0.7,1.4,3.6,1.1,0.1,50.3,5.1,2.4,0,1.1,3.4,2.4,0.1,58.8,41.2,65.3,1.6,10.7,38.3,17.1,1.3,65.3,LM,0
