Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Role,Tier_league
Abdoul Camara,2017-2018,27,Guingamp,0.2,0.1,0.3,0.2,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0,0.09,1.9,0.11,0.33,0.6,31.6,22.6,31.3,72.2,1,0.7,0.9,0.4,2.4,300.3,69.1,14.3,16.8,84.9,5.9,8.2,71.6,0.8,2.7,29.6,27.2,217.5,106.7,4.7,2,1.6,1.8,1.5,32.4,7,0.1,0.1,2.1,1.5,50,0,0,0.7,1.1,0.6,0.4,0.3,0.8,0.7,0.1,0.6,0.7,1.3,0.4,0,30,1.1,0.2,0,0,3.9,0.7,0.2,47.1,52.9,40.5,0.3,6,16.1,19.6,3.3,40.5,LW,1
Abdoul Kader Bamba,2019-2020,25,Nantes,0.1,0.2,0.2,0.1,0,0,0.1,0.1,0.3,0.4,0.3,0.4,-0.1,-0.1,0.11,1.2,0.05,0.11,0.6,47.4,34.7,44.5,78,2.3,2.1,1.6,0.3,3.6,501.6,134.6,21,24.4,85.9,10.7,12.8,83.3,2,4.2,47.1,40.8,289.3,157.2,5,4,1.5,2.8,1.9,43.2,8.4,0.4,0.1,4.5,2.8,43.5,0.3,0,1.2,2.9,1.2,0.9,0.6,1.3,0.5,0.1,0.4,1,2.1,0.5,0,41.3,3.1,1.1,0.2,0.1,3.4,1.3,0.1,54.7,44.3,57.9,0.6,6.6,28.4,24.3,2.6,57.9,RW,1
Abdoul Kader Bamba,2020-2021,26,Nantes,0.3,0.1,0.4,0.3,0,0.1,0.2,0.2,0.1,0.4,0.1,0.3,0.1,0,0.11,1.4,0.21,0.5,0.6,42.9,36.1,48.1,75.1,2.3,2.5,1,0,4.2,544.1,145.4,21.2,24.8,85.4,11.3,14.7,76.7,2.6,5.4,47.3,38.2,243.7,114.9,4,2.1,2,2.6,1.7,44.2,9.4,0.3,0.2,4.4,2.7,28.6,0.2,0,0.8,4,1.8,0.3,1.1,0.7,1,0,1,0.7,2.5,0.4,0.1,43.3,4.6,2.1,0.1,0.4,3.8,1.7,0,56.3,43.8,60.8,0.3,6.9,27.9,27.1,3.1,60.7,RW,1
Abdoulaye Touré,2017-2018,23,Nantes,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0.04,1.3,0.02,0.08,0.4,29.3,34.4,43.9,78.4,0.6,4.9,0.5,0.1,5.9,589.3,200.1,15.7,18.3,85.8,13,16.1,81.1,4,6.3,63.5,29.8,130.9,61,0.8,1,0.1,1.3,1.4,32.7,1.1,0.3,0.2,2.6,1.8,64.2,0.1,0,1.7,1.7,2.4,1.7,0.7,1.4,1.3,0.3,1,2,4.4,1.6,0,43.3,0.4,0.4,0.1,0.6,0.6,0,0,70.3,29.7,56.4,2.6,12.5,35.6,8.8,0.5,56.4,DM,1
Abdoulaye Touré,2018-2019,24,Nantes,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0,0.1,0,0,0.04,1.8,0.05,0.21,0.5,25.5,35.9,45.3,79.2,0.8,4,0.6,0.2,4.8,562.4,160.8,18.2,21.7,84,13.4,15.8,84.6,2.8,4.4,63.2,33.1,150.6,72.3,1.2,1.4,0.1,1.5,1.3,38.4,1.8,0.2,0.1,2.5,1.8,47.5,0.1,0,0.9,1.5,1.6,1,0.6,1.2,0.8,0.3,0.5,1.5,3.1,0.9,0,44.7,0.5,0.4,0.1,0.5,0.8,0,0,71.2,28.8,55.8,1.7,9.1,35.4,11.9,0.6,55.8,DM,1
Abdoulaye Touré,2019-2020,25,Nantes,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0,0.2,0,0.1,0,0,0.05,1.3,0.03,0.13,0.3,25,45.5,54.3,83.7,0.7,4.4,0.3,0,5.3,755.7,177.8,22.5,25.9,87,17.3,20,86.4,4.1,5.4,76.1,37.4,187.3,80.8,1.4,1.1,0.2,1.6,1.3,47.5,1.2,0.1,0,1.7,1,48.7,0.1,0,1.3,2.1,1.3,0.9,0.4,0.8,1.3,0.4,0.8,1.2,2.5,0.7,0,53.7,0.5,0.5,0,0.6,0.4,0,0,70.5,29.5,65.2,1.7,11.4,43.8,10.9,0.8,65.1,DM,1
Abdoulaye Touré,2020-2021,26,Nantes,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.07,1.4,0.04,0.25,0.2,15.4,42.8,50.6,84.5,0.7,4.9,0.4,0,5.4,709.1,186.2,19.2,22.4,85.6,18.8,21.2,88.6,3.2,4.4,72.3,34.9,154.8,69.8,1.2,1.2,0,1.5,1,42.9,1.2,0.3,0.3,2.2,1.8,60,0.1,0,1.1,1.6,1.5,0.6,0.7,0.9,0.9,0.1,0.8,1.2,2.7,1,0,50.4,0.3,0.3,0.2,0.3,0.5,0,0,70,30,60.8,1.8,9,41.5,11,1,60.8,DM,1
Adam Ounas,2019-2020,22,Nice,0.2,0.3,0.5,0.2,0,0,0.2,0.2,0.3,0.4,0.2,0.4,0,0.1,0.1,1.7,0.1,0.22,0.7,42.9,29.9,39.8,75.1,2,2,1.9,0.6,4.2,531.6,127.2,13.9,16.3,85.7,12.2,15.5,78.8,3.4,5.9,58.1,30.3,230.8,105,3.3,2.4,1.7,2.7,1.8,40.1,10.6,0.4,0.3,4.2,2.8,12.5,0.2,0.1,0.6,2.3,0.8,0.4,0.4,0.6,0.7,0.1,0.6,0.9,1.7,0.6,0.1,35.8,3.8,0.8,0.6,0.6,4.2,1.3,0,63.4,36.6,52.2,0.3,5.1,24,24.4,3,52.2,RW,1
Adama Traoré,2019-2020,24,2 Teams,0.1,0.3,0.4,0.1,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0.1,0.08,1.5,0.06,0.25,0.3,23.5,35.3,43.3,81.5,3.1,3.3,1,0,5.2,567.6,176.6,18.5,20.8,88.7,12.5,15.2,82.2,3.2,5.1,63.8,29.1,176.2,77,2.1,1.9,0.2,1.6,1.2,36.7,3.2,0.3,0.3,5.3,3.5,35.7,0.1,0,0.6,2.9,0.3,0.1,0.3,0.8,0.6,0.2,0.4,0.3,0.6,0.4,0,36.9,6.3,1.7,0.3,0.1,3.8,3.4,0,71.8,28.2,52.3,0.9,4.2,30.1,18.7,0.5,52.3,RW,1
Adil Aouchiche,2020-2021,18,Saint-Étienne,0.1,0.3,0.4,0.1,0,0,0.2,0.2,0.3,0.5,0.2,0.5,-0.1,0,0.13,1.4,0.08,0.17,0.6,46.2,29.7,42.5,69.8,3.1,3,1.3,0.4,4.5,523.5,173.4,16,18.9,84.3,7.9,11.1,71.4,4.4,9.4,47,32.2,198.8,101.2,2.9,1.5,0.7,3.2,1.4,36.4,4.8,0.4,0.3,4.9,2.7,31.7,0.1,0,1,1.6,2,1,0.7,1.9,0.8,0.1,0.7,0.5,2.5,0.3,0,35.4,7.1,2.3,0.2,0.7,6.8,4,0,55.7,44.3,54.4,0.6,6.6,27.6,21.1,2.5,54.4,AM,1
Adil Aouchiche,2021-2022,19,Saint-Étienne,0,0.3,0.3,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0.2,0.06,1.7,0,0,0.8,47.6,38,51.1,74.4,1.4,4,0.7,0.2,6.2,655,175.8,18.3,21.2,86.3,12.3,15.2,80.9,4.6,8.9,51.4,39.8,255.7,130,3.6,2.5,0.7,2.6,1.4,44.5,5.1,0.4,0.2,3.2,1.7,37,0.2,0,0.8,1.1,1.1,0.5,0.4,2.3,1.5,0.1,1.4,1.4,2.5,0.3,0,45.8,5.1,1.5,0.1,1.5,5.7,3.2,0.2,37.5,62.5,64.6,0.3,8.4,35.4,22.3,1.8,64.6,AM,1
Adrien Rabiot,2017-2018,22,Paris S-G,0,0.2,0.2,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.06,0.9,0.04,0.2,0.2,21.7,77.7,84.9,91.6,1,5.9,1,0.2,7.6,1195.9,323.4,38.9,41.6,93.7,27.8,29.6,94.1,5.9,7,84.2,65.1,406.9,221.1,3.2,2.4,0.2,1.3,1.4,75.5,2.3,0.5,0.5,2.7,2.2,64,0.1,0,1.4,0.8,2.2,1.4,0.6,0.8,1.1,0.4,0.7,1.3,3.5,0.8,0,83.2,1.6,1.1,0.2,0.5,0.8,0,0,76.5,23.5,93.8,1.9,17.4,62.4,14.9,1.3,93.8,RM,2
Adrien Rabiot,2018-2019,23,Paris S-G,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0,0.2,0.1,0.2,0,0.1,0.22,0.6,0.29,0.67,0.3,42.9,83,89.7,92.5,0.5,7.6,0.8,0,10.3,1333.1,352.7,43.3,45.7,94.8,30.2,32.3,93.5,6.5,7.5,86.5,73.5,453.8,268.4,4,2.8,0.2,1.2,0.8,79.2,2,0.8,0.7,2.4,2,66.7,0.3,0,1.9,0.7,3,1.7,0.8,0.3,0.8,0.2,0.6,0.8,3.8,1.7,0,88.3,1.3,0.8,0.3,0.3,0.5,0.1,0,68.2,31.8,99.2,2.6,17.1,66.7,16.7,0.8,99.2,RM,2
Adrien Tameze,2017-2018,23,Nice,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.04,0.4,0,0,0.2,42.9,64.3,70.7,91,0.4,4.2,0.1,0,4.6,1066.5,240.2,30.2,32.4,93.4,26.9,28.5,94.5,5.1,6.2,82.6,42.6,216.6,103.9,1.1,1,0.1,1.2,1.6,63.3,1.2,0.2,0.2,1.4,1.2,51.2,0.2,0,1.3,1.5,3.1,1.9,1.4,1.1,1.4,0.3,1.1,2.2,5.3,1.2,0.1,69.2,1.3,1.2,0.2,0.5,0.2,0,0,78.3,21.7,81.8,2.8,20.4,54.1,7.8,0.7,81.8,DM,2
Adrien Tameze,2018-2019,24,Nice,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0.05,0.6,0,0,0.1,21.1,51.3,57.8,88.8,0.8,3.9,0.4,0,5,848.5,209.9,26.1,28.2,92.6,20.2,21.7,92.9,4,5.4,73,32.4,148.6,80.2,0.9,1.1,0.1,1.3,1,50.9,1.8,0.1,0.1,1.8,1.6,45.1,0.2,0,1.4,1.1,2.3,1.3,1.2,1.6,1.6,0.4,1.3,1.7,4,1.8,0,55.5,2.1,1.6,0.1,0.3,0.2,0,0,59.7,40.3,70,3.5,17.5,44.5,8.5,0.6,70,DM,2
Adrien Thomasson,2017-2018,23,Nantes,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0.1,0.3,0.1,0.3,0,0,0.07,2,0.09,0.31,0.6,27.6,34.7,46.4,74.7,1.1,2.5,0.7,0.2,4.5,486.6,130.1,19.7,23.6,83.6,11,14.1,77.8,1.6,3.4,48.5,31.9,148.3,69.4,2.1,1.5,0.2,1.7,1.6,40.8,7.2,0.3,0.1,3.1,2.4,27.7,0.1,0,1,1.1,2.5,1.8,0.8,1.8,2,0.1,1.9,0.6,3.1,0.7,0,45.5,0.8,0.1,0.2,0.1,1.9,0,0.2,60,40,57.4,0.7,9,27.2,21.9,2.8,57.4,AM,1
Adrien Thomasson,2018-2019,24,Strasbourg,0.2,0.3,0.5,0.2,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0.2,0.08,1.9,0.09,0.29,0.6,32.1,32.5,43.1,75.4,1.5,1.6,1,0.3,3.8,485.2,100.3,17.8,21.7,81.9,9.3,12.1,77.1,3,4.5,67.2,32.6,144.2,65.3,1.7,2,0.6,2.5,1.6,39.7,7,0.5,0.4,3.4,2.5,23.7,0.2,0,0.9,1.5,2,1,0.8,1.6,1.1,0.2,0.9,0.7,2.6,0.4,0,41.7,1.3,0.3,0.2,0.2,2.3,0.6,0.2,65.6,34.4,53.7,0.4,7.3,24.7,22.4,2.6,53.7,AM,1
Adrien Thomasson,2019-2020,25,Strasbourg,0.3,0,0.4,0.3,0,0,0.2,0.2,0.1,0.4,0.1,0.4,0.1,-0.1,0.11,2.2,0.16,0.44,0.8,36,31.8,41.8,76,1.7,3,1.3,0.3,4.1,471,114.9,17.4,20.6,84.4,9.8,12.8,76.3,2.4,3.4,69.6,33.8,157.3,68.5,2.3,1.9,0.7,3.2,1.3,38,6.5,0.3,0.3,3.7,2.8,30.4,0.2,0,1.2,1.7,1.6,0.9,0.7,1.4,0.9,0,0.9,0.4,2,0.4,0,38.8,2.9,0.7,0.1,0.2,2.6,0.2,0.3,60.4,39.6,53.5,0.4,5,25.4,24.2,3.9,53.5,AM,1
Adrien Thomasson,2020-2021,26,Strasbourg,0.2,0,0.2,0.2,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,-0.1,0.13,1.6,0.11,0.33,0.5,31.9,29.5,38.8,76.1,1.2,2.4,0.8,0.2,3.4,460.9,100.6,15.5,18.9,82,10.2,12.8,79.1,2.3,3.3,70.1,26.9,125.3,45.1,1.3,0.8,0.3,2.5,1.6,34,5.5,0.3,0.2,3.1,2.2,27,0.3,0,1.8,1.5,1.2,0.6,0.4,1.6,1.5,0.2,1.3,0.8,2,0.1,0,37,1.7,0.3,0,0.3,1.3,0.1,0.2,51.1,48.9,49.4,0.2,4.6,24.8,20.5,4,49.4,AM,1
Adrien Thomasson,2021-2022,27,Strasbourg,0.3,0.2,0.5,0.3,0,0,0.2,0.2,0.1,0.4,0.2,0.4,0.1,0,0.13,1.8,0.17,0.42,0.7,39.6,37.3,49.2,75.9,1.2,3.8,1.5,0.3,5.7,600.9,148.5,18.6,22.5,82.7,14.2,17.2,82.5,2.9,4.9,59.2,36.8,171.1,66.1,1.6,1.6,0.5,2.3,1.3,41.7,6.3,0.5,0.4,3.4,2.5,34.8,0.1,0,1.3,1.3,2.4,1.2,1.1,2.4,2.1,0.2,2,1.1,3.5,0.6,0,47.2,1.7,0.6,0.3,0.1,2.1,0.2,0.2,56.4,43.6,63,1,8.9,30.5,24.2,4.4,63,AM,1
Aimen Moueffek,2020-2021,19,Saint-Étienne,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.07,0.1,0,,0,0,32.7,44.8,73,1,2.2,0.7,0,4,536.1,187.5,16.5,20.2,81.4,13.1,16.2,80.6,2.3,4.6,50,29.1,186.2,98,2.1,1.3,0.1,2.1,1.2,28.7,1.5,0,0,1.8,1.3,66.7,0.4,0,2.4,1.8,3,1.8,1.6,2.3,2.1,0.2,1.8,1.1,4.1,2.2,0,37.3,7.4,0.7,0,0.2,0.7,0,0,60.6,39.4,60.7,3.9,20.6,32.6,8.4,0.6,60.7,CM,0
Alberth Elis,2021-2022,25,Bordeaux,0.6,0.1,0.6,0.6,0,0.1,0.4,0.4,0.1,0.5,0.1,0.4,0.2,0,0.19,1.9,0.3,0.82,0.7,36.7,11.8,19.7,59.9,1,1,0.4,0.2,1.7,158,50.8,7.3,10.3,71,3,4.8,62.7,0.6,1.3,50,21.6,145.9,70.3,2.7,1.5,1.1,3.4,2,23.8,7.5,0.1,0.1,2.4,1.7,38.8,0.1,0,1.4,1.5,1.2,0.6,0.7,0.9,0.6,0,0.6,0.4,1.7,0.6,0,18.7,1.1,0,0,0,1.8,0,0.6,35.6,64.4,33,0.7,4,12.1,17.3,4.9,33,RW,0
Aleksandr Golovin,2018-2019,22,Monaco,0.1,0.1,0.2,0.1,0,0,0.2,0.2,0.1,0.2,0.1,0.2,0,0,0.09,1.9,0.06,0.19,0.6,32.7,33.8,43.3,78.1,1,3.2,1.5,0.4,4.7,517.4,121.3,18.4,20.7,88.8,10.9,14.6,74.5,2.8,4.6,60.3,35.4,246.6,110.6,3.1,2.6,0.7,2,1.3,39.2,5.9,0.3,0.2,3.2,2.2,26.7,0.3,0,1.8,1.7,1.4,0.7,0.4,1.3,1.3,0.1,1.2,0.9,2.3,0.5,0,41.5,1.5,0.6,0.1,0.2,2.6,0.7,0,56.9,43.1,53.1,0.5,5.1,26.1,22.6,2.4,53.1,AM,2
Aleksandr Golovin,2019-2020,23,Monaco,0.1,0.2,0.3,0.1,0,0,0.1,0.1,0.2,0.4,0.2,0.4,0,-0.1,0.09,1.7,0.08,0.21,0.6,36.8,37,49.1,75.3,2,4.5,1.2,0,6.2,616,192.4,19.1,21.5,88.8,12,15.6,76.8,4.3,7.9,54.1,37.2,267.6,140.7,4.1,3.1,1,2,0.6,39.4,5,0.5,0.3,4,2.1,33.3,0.3,0,1.4,1.5,2.1,1.2,0.6,2.4,1.2,0,1.2,1.4,3.5,1,0,43.2,5.5,1.8,0.4,0.6,5.5,3.6,0,70.7,29.3,61,1.2,7.8,31.3,23.2,2.1,61,AM,2
Aleksandr Golovin,2020-2021,24,Monaco,0.4,0.8,1.2,0.4,0,0,0.2,0.2,0.5,0.7,0.4,0.7,0.2,0.3,0.11,2.3,0.19,0.42,1,44.4,33.3,49.3,67.7,2.9,2.1,1.3,0.3,3,521.9,139.3,18.1,21.3,85,10.1,14.9,67.8,2.9,7.6,38.9,33.9,216.7,112.9,3.8,2.4,0.9,2.4,1,38.6,7.8,1,0.6,4.6,2.1,40.7,0.2,0,1.6,1.1,2.4,1.3,0.7,2.6,1.8,0,1.8,0.9,3.3,0.3,0,41,7.7,2.2,0.3,0,8.6,5.1,0.3,54.5,45.5,62,0.4,4.9,26.9,31.2,4.2,62,AM,2
Aleksandr Golovin,2021-2022,25,Monaco,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.2,0.3,0.2,0.3,0,0.1,0.12,1.4,0.13,0.43,0.4,30.4,32.8,45.5,72.2,2.6,2.6,2.2,0.5,5.2,525,153.9,16.5,19.3,85.4,11.7,14.6,79.9,3,7.4,40.3,35,227.9,107.1,3.1,2.6,0.8,1.6,1.3,35.6,7.5,0.5,0.4,4.1,2.5,31.6,0.2,0.1,1.3,1.3,2.4,1.3,1.1,1.4,1.6,0.1,1.5,0.7,3.1,0.5,0,38.5,6.7,1.1,0.2,0.1,6.7,4.7,0.1,71,29,55.6,0.8,5.6,22.3,28.6,2.3,55.6,AM,2
Alexis Blin,2017-2018,20,Toulouse,0,0.1,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.07,0.5,0.09,0.33,0.1,27.3,28.5,36.9,77.1,0.3,4.3,0.3,0.2,4.7,459.2,169.4,15.1,18.2,83.2,10.1,12.8,78.8,2.3,4.2,55.7,25.5,107.4,48.8,0.4,1,0.1,0.8,1,26.5,1.3,0.2,0.2,1.3,1.1,47.8,0.2,0,1.5,1.8,2.7,1.8,1,2.2,1.3,0.3,1,1.5,4.2,1.5,0,36,0.8,0.5,0,0.3,0.7,0,0,61.5,38.5,46.1,1.9,8.8,29.7,8.2,1,46.1,DM,1
Alexis Blin,2018-2019,21,Amiens,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.3,0.14,1,0,14.3,34.3,42.6,80.7,0.3,3.7,0.3,0.1,4.2,534.8,174.3,17.9,20.6,87,12.7,15.3,83.1,2.2,3.4,64,23,94.5,42.2,0.4,0.4,0,1.4,0.8,29.8,0.9,0.1,0.1,1.1,1,49.5,0.2,0,1.4,1.5,3.5,2,1.6,2.4,1.8,0.6,1.1,1.5,5,2.2,0,41.5,0.8,0.6,0,0.4,0.2,0,0,55.6,44.4,54.9,2.5,12.5,36.7,6.2,0.4,54.9,DM,1
Alexis Blin,2019-2020,22,Amiens,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.06,0.1,0,,0,0,43,51.4,83.7,0.3,3.2,0.2,0,4.9,712.8,209.9,21.6,24.5,88,16.8,19.6,86,3.6,5.1,69.5,27.1,112.8,52.4,0.5,0.5,0,1.4,0.5,37.4,0.4,0,0,0.8,0.6,50.6,0.2,0,1.6,1.3,1.9,1.2,1,2,1.2,0.3,0.9,0.8,2.7,2.4,0,49.4,1.9,1.5,0,0.4,0.9,0.3,0,66.7,33.3,61.3,3.2,13.9,41.8,5.9,0.2,61.3,DM,1
Alexis Claude-Maurice,2019-2020,21,Nice,0.1,0.1,0.1,0.1,0,0,0.2,0.2,0.1,0.3,0.1,0.3,-0.1,0,0.08,2.1,0.03,0.1,0.6,26.3,27.7,32.9,84.2,1.1,1.7,1,0.1,3.5,415.7,87.4,16.6,18.5,89.8,8.8,10.3,85.5,1.6,2.6,61.7,30.3,207.6,115.7,3.5,3.5,0.9,3,2,35.8,7.8,0.3,0.2,3.2,1.6,56.3,0.1,0,0.7,2.4,1.4,0.9,0.7,1.2,1.1,0.2,0.9,0.6,2,0.2,0,31.4,1.4,0.3,0.1,0.2,1.5,0.7,0.1,68.2,31.8,46.5,0.5,5.9,23,18.5,2.9,46.5,AM,1
Alexis Claude-Maurice,2020-2021,22,Nice,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.2,0.4,0.1,0.4,0,0.1,0.12,1.6,0.12,0.27,0.7,44.1,28.5,35.5,80.2,1.6,2.2,0.5,0,3.6,417.6,86.8,15.8,17.8,88.9,9,11.2,79.8,2,3.4,57.5,32.1,185.6,99.8,2.9,2.1,0.9,2.9,2,35.4,5.5,0.5,0.4,3.3,2.1,29.6,0.1,0,1.1,2.5,1.9,0.9,0.7,1.6,0.8,0.1,0.7,0.7,2.5,0.1,0,32.8,2.6,1,0,0,2.7,1.4,0,65.8,34.2,46.9,0.6,6.5,21.9,19.5,2.6,46.9,AM,1
Alexis Flips,2021-2022,21,Reims,0.2,0.3,0.5,0.1,0.1,0.1,0.2,0.1,0.3,0.4,0.3,0.4,0,0.1,0.07,1.5,0.06,0.11,0.8,50,26.4,43.3,61,2.5,1.6,1.5,0.9,2.5,463.1,178.3,12,14.2,84.4,10.6,16,66,2.8,8.9,31.4,29.7,147,65.6,1.3,1.6,0.3,2.8,1.2,30.2,5.2,0.3,0.1,4.2,2.3,28.6,0.2,0,1.5,1,3.2,1.8,1.9,2,1.8,0,1.8,2,5.2,1.4,0,33.8,9.1,2.5,0.2,0.2,7.5,3.8,0.1,46.4,53.6,58.6,2.1,14,24.6,21.5,2,58.5,AM,1
Allan Saint-Maximin,2017-2018,20,2 Teams,0.1,0.3,0.4,0.1,0,0,0.2,0.2,0.2,0.4,0.2,0.4,0,0.1,0.1,1.6,0.08,0.19,0.6,41,26.9,36.7,73.4,1.9,1,1.6,0.4,3.4,429.7,94.7,15.2,18.6,82,9.3,12.4,74.9,1.8,3,58.7,36.5,335,206.2,7.3,3.3,3.1,2.4,3,40.3,10.9,0.6,0.4,3.9,2.9,37,0,0,0.4,1.6,0.7,0.6,0.5,0.6,0.5,0,0.4,0.4,1.2,0.4,0,36,0.4,0,0,0.9,2.8,0.1,0.2,64.7,35.3,47.8,0.3,5.4,20.1,23.8,4.8,47.8,LW,2
Amadou Onana,2021-2022,19,Lille,0.1,0,0.1,0.1,0,0,0.2,0.2,0.1,0.2,0.1,0.2,-0.1,-0.1,0.17,1,0.07,0.17,0.4,40,34.2,41.3,82.8,1,3.5,0.5,0,3.9,591.5,145.9,15.3,17.4,87.8,13.4,15.5,86.8,4,5.7,70.9,34.8,182.3,88.8,1.6,1,0.2,1.2,0.6,33.9,1.4,0.1,0,2.2,1.9,53.3,0.1,0.1,2.1,1.7,3.2,2.1,1.2,0.5,0.7,0.2,0.5,2,5.2,1.3,0,40.7,0.3,0.3,0.3,0.3,0.1,0,0.1,61.9,38.1,53.3,2.1,11.4,34,8.7,1.3,53.3,DM,2
Amine Harit,2021-2022,24,Marseille,0.3,0.3,0.6,0.3,0,0,0.2,0.2,0.2,0.4,0.2,0.4,0.1,0.1,0.17,1.2,0.27,0.57,0.5,46.7,47.2,54.3,86.9,2,3.9,1.2,0.1,5,641.6,145.4,29.4,32.1,91.8,12.4,14.1,88.5,2.2,3.6,59.6,52.7,321,142.1,3.9,2.7,1.1,3.8,2.5,55.1,9.1,0.5,0.3,3.8,2.8,30,0.1,0,1.3,3,1.4,0.8,0.7,0.6,0.8,0,0.8,0.3,1.7,0.2,0,50.8,3.4,0.9,0.2,0.3,2.2,1.2,0.2,44.6,55.4,66.7,0.2,4.6,31.9,31.1,3.7,66.7,AM,1
Andrés Cubas,2020-2021,24,Nîmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.4,0.09,0.2,0.2,45.5,33.9,40.9,83,0.4,2.4,0.2,0,3.1,618.6,194.6,13.4,15.4,87.2,15.3,17.2,88.8,3.8,5.9,64.4,27,109.9,49.8,0.2,0.4,0.1,1,0.9,26.9,0.4,0,0,0.8,0.7,16.7,0.2,0,1.4,0.7,3.2,1.9,1.3,1.6,1.5,0.4,1.1,2,5.2,1.2,0.1,39,1.7,1.4,0,0.6,0.5,0.2,0,58.8,41.2,51.2,2.4,17,30.4,4.5,0.3,51.2,DM,1
Andre-Frank Zambo Anguissa,2017-2018,21,Marseille,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0.05,1.3,0,0,0.3,20.6,58.4,66.9,87.3,1,4.1,0.4,0.1,5.4,750.3,238.3,35.3,38.9,90.8,15.2,17.3,87.9,2.1,3.1,67.5,57.2,277.1,129.2,2.2,2.4,0.3,1.6,1.5,55.4,1.4,0.2,0.1,2.7,1.8,62.4,0.1,0,2.1,2.1,3.2,2.4,1.2,2.3,1.8,0.3,1.6,2.5,5.7,1.7,0.1,65.6,1.1,0.8,0.1,0.1,0.6,0,0,76.9,23.1,80.7,1.5,13.4,56.1,12.6,1.2,80.7,DM,2
Angel Gomes,2021-2022,20,Lille,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.08,1.3,0.07,0.5,0.2,14.3,28.9,37.7,76.5,1.3,2.4,1.6,0.1,4.1,483.4,120.8,14.6,17.2,85.2,9.7,11.9,81.7,2.9,5,58.5,33.2,154.7,66.4,1.5,1.5,0.1,1.5,1,35.3,4.6,0.3,0.2,2.6,2.2,26.3,0.3,0,1.2,1.4,2.2,1.2,0.9,0.5,0.4,0,0.4,0.3,2.5,0.4,0,36.2,1.1,0.5,0.7,0.6,1.5,0.5,0,33.3,66.7,46.2,0.8,4.9,25.5,16.2,0.8,46.2,AM,2
