Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def _3rd,Touches_Mid _3rd,Touches_Att _3rd,Touches_Att_ Pen,Touches_Live,Role,Tier_league
Leo Dubois,2019-2020,24,Lyon,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.03,0.3,0,,0,0,50.7,64.5,78.6,0.9,3.3,0.8,0.4,4.5,829.7,299.1,26.1,29.4,88.9,18.9,23.4,80.6,4.5,8,56.3,41.3,194.2,105.8,1.8,1.5,0.2,1.3,0.3,46.1,5.1,0.1,0.1,1.8,1.5,76,0.2,0,1.1,0.7,2.1,1.5,0.9,0.6,0.8,0.3,0.5,1.2,3.3,2.3,0.1,53.1,11.2,0,0.3,3.9,3.9,0.1,0.2,52.4,47.6,74.2,3,19.1,39.1,16.8,0.6,74.2,RB,0
Leo Dubois,2020-2021,25,Lyon,0.1,0.1,0.2,0.1,0,0,0,0,0.2,0.2,0.2,0.2,0,-0.1,0.06,0.6,0.1,0.67,0.1,15,55.3,70.8,78.2,2.1,4.3,1.9,0.7,6,928.2,350.9,28,30.6,91.4,21,26.3,79.7,5.6,10.4,53.4,42.4,229.3,134.4,3.4,2.6,0.6,1.3,0.5,48.2,7.4,0.3,0.1,3.9,2.2,60.4,0.1,0,0.7,1,1.2,0.8,0.6,0.6,0.8,0.3,0.6,1,2.1,2.1,0.1,55.7,14.8,0,0.3,6.6,6.6,2.8,0.3,56.6,43.4,80.1,2.9,17.8,35.5,27.5,2.1,80.1,RB,0
Leo Dubois,2021-2022,26,Lyon,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.08,0.5,0,0,0.1,10,58.1,70.6,82.4,0.9,4.4,1.3,0.4,5.6,986.2,298,28.2,30.7,91.8,23.5,27.5,85.4,5.3,9.5,55.7,48.9,236.2,120.7,2.3,1.9,0.3,1.1,0.6,53.2,6.4,0.3,0.2,2.3,1.8,52.5,0.3,0,0.9,0.7,2.2,1.4,1.4,1,1.4,0.2,1.2,1.1,3.4,1.8,0.1,60.3,10.1,0.1,0.4,3.9,3.9,0.3,0.2,50,50,80.2,2.9,19.3,40.6,21.1,1.2,80.2,RB,0
Leonardo Balerdi,2020-2021,21,Marseille,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.15,0.7,0.15,0.5,0.2,30.8,50.7,58.6,86.6,0.1,2.3,0,0,2.6,939.5,324.3,18.9,20.8,90.7,26.3,28.9,90.9,4.8,7.1,67.4,42.5,206.8,104.5,0.6,0.6,0.1,0.6,0.6,45.2,0.1,0.1,0.1,0.5,0.3,45.5,0.3,0.1,1.7,1.5,1.6,1,0.8,0.9,0.9,0.5,0.4,1.5,3.1,3.6,0.2,55.4,3.2,0,0.7,0.1,0.1,0,0,76.9,23.1,68.7,6.7,34.5,31.9,2.8,0.9,68.7,CB,0
Leonardo Balerdi,2021-2022,22,Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.2,0,,0,0,71.3,77.6,91.9,0.1,3,0,0,3.9,1344.4,467.1,25.5,26.8,95.1,37.5,39.6,94.7,7.6,10.1,74.8,58.8,290.1,159.3,0.6,0.1,0,0.8,0.6,64.2,0.2,0.2,0.1,0.6,0.3,56.7,0.4,0.1,0.9,0.5,0.9,0.6,0.5,0.9,1,0.4,0.7,1.8,2.7,2.8,0,75.2,2.4,0,0.4,0,0,0,0,84.6,15.4,87.1,7.5,38.3,47.9,1,0.4,87.1,CB,1
Lilian Brassier,2020-2021,20,2 Teams,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.6,0.17,1,0.1,16.7,53.2,64.7,82.2,0.5,5.3,0.6,0.1,4.8,1072.1,400.6,18.2,19.8,92,26.5,28.7,92.2,7.7,14.5,52.9,49.4,249,142.6,0.2,1,0,1.6,0.1,52.6,1.4,0.1,0.1,0.8,0.7,75,0.3,0,1.8,1.1,1.8,0.9,0.7,0.4,1.2,0.6,0.7,2.2,3.9,3.6,0.1,62.2,2.5,0.1,0.3,0.7,0.7,0,0,66.7,33.3,77.1,9.6,37.9,35.7,3.6,0.7,77.1,CB,0
Lilian Brassier,2021-2022,21,Brest,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0.4,0.09,0.5,0.1,18.2,40.2,50.6,79.5,0.3,3.6,0.4,0,3.4,859.6,342.9,11.8,13.6,86.3,21.2,24.1,88,6.7,11.4,58.9,38.1,222.1,126.6,1.2,0.5,0.2,0.8,0.2,37.1,0.9,0,0,0.8,0.7,68.9,0.2,0,1,0.7,1.6,1,0.4,0.4,1.2,0.8,0.4,1.3,2.9,3.4,0,47,3.6,0,1,0.7,0.7,0,0,31.3,68.8,60.6,6.6,30.2,27,3.9,0.9,60.6,CB,0
Lionel Carole,2018-2019,27,Strasbourg,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.06,0.4,0,0,0.1,25,42.9,54.8,78.2,1.1,3,1.3,0.5,5.1,687.4,276.7,22.7,25.8,88.1,15.7,19.6,80.1,2.9,5.4,54.4,34.6,186.3,113.5,2.8,2.4,0.3,1.5,1.3,38.1,5.2,0.3,0.2,1.9,1.6,47.4,0.1,0,0.6,1.4,1.3,0.6,0.6,0.3,1,0.3,0.7,1.7,3,2.7,0,44.1,10.6,0.1,0.5,2.7,2.7,0,0.1,38.5,61.5,64.9,3.9,19,28.5,17.8,0.9,64.9,LB,0
Lionel Carole,2019-2020,28,Strasbourg,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,-0.1,0.03,0.4,0,,0,0,44.2,57.2,77.4,1,3.7,1.1,0.3,5.7,787.9,333.7,20,22.5,89,17.3,21.4,80.9,5.6,9.8,57.2,36.5,196.1,111.3,2.3,1.9,0.1,1,0.7,41.3,4.3,0.1,0.1,2.3,1.8,76.7,0.2,0,0.8,1.4,1.6,0.6,0.9,0.3,0.1,0.1,0.1,1.3,3,1.6,0,48.4,8.6,0.1,0.8,3.5,3.5,0,0.2,63.6,36.4,65.4,2.8,17.3,34.3,14.4,0.8,65.4,LB,0
Loïc Bade,2020-2021,20,Lens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.4,0,0,0.1,27.3,57.7,67.6,85.3,0.2,3.2,0.1,0.1,3.9,1187.2,411.7,15.6,17.6,88.8,34.3,37.6,91.4,7.1,11,64.7,48.4,333.4,203.3,1.4,0.7,0.1,0.7,0.4,51.3,0.1,0,0,0.8,0.7,64.4,0.4,0,1.5,0.6,2,1.2,1,0.9,1.5,0.6,0.9,2.6,4.5,4.7,0.1,66.4,1.1,0,0.5,0.2,0.2,0,0.1,88.5,11.5,80.1,9,42.7,36.2,1.9,0.3,80.1,CB,1
Loïc Bade,2021-2022,21,Rennes,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0.04,0.6,0,,0,0,59.8,66.6,89.8,0.2,3.1,0.3,0.1,4.1,1234.2,398.6,16.2,17.9,90.3,36.4,38.6,94.3,6.8,9.5,71.2,50.9,312.5,185,0.7,0.5,0,0.4,0.1,55.8,0.3,0.1,0,0.5,0.3,58.1,0.3,0.1,0.5,0.1,0.5,0.5,0.3,0.2,1.1,0.9,0.2,1.1,1.6,4.4,0,65.6,0.9,0,0.4,0.2,0.2,0,0.1,80,20,75.8,7.7,38.7,35.7,1.7,0.6,75.8,CB,1
Loïck Landre,2018-2019,26,Nîmes,0.2,0,0.2,0.2,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0.23,0.4,0.43,1,0.2,42.9,24.7,30.8,80.3,0,1,0.1,0,1.5,465.7,178.8,8.4,9.4,88.6,13.5,15.1,89.5,2.4,5.4,18.2,100.3,57.7,0.3,0.3,0,0.6,0.1,20,0.1,0,0,0.5,0.4,45.7,0.3,0.1,1.2,0.9,1.8,1.2,0.8,0.5,0.9,0.6,0.3,2.1,3.9,4.7,0.1,29.6,1.1,0.8,0,0.2,0.1,0,0.1,57.1,42.9,41.8,4.5,22.6,18.2,1.2,0.5,41.8,CB,0
Loïck Landre,2019-2020,27,Nîmes,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.14,0.6,0.17,0.5,0.2,33.3,29.8,38.3,78,0.2,2.2,0.2,0,2.4,607,220,10.5,12.4,84.4,16,17.8,89.7,3.4,7.4,24.6,141.1,81.8,0.3,0.3,0,0.2,0,27.1,0,0.2,0.2,0.8,0.5,50,0.2,0,1.2,1.2,1.6,0.9,0.7,0.4,1.2,0.9,0.3,1.6,3.2,3.3,0,36.8,1.4,1.4,0,0.7,0,0,0.1,,,47,5.4,23.5,22.8,1.1,0.4,47,CB,0
Loïck Landre,2020-2021,28,Nîmes,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.23,0.5,0.11,0.5,0.1,22.2,38.2,44.2,86.6,0.1,2,0,0,2.4,772.4,287.4,12.1,13.1,92.4,21.4,22.9,93.5,4.5,7.5,30.8,162.5,102.5,0.6,0.3,0.1,0.2,0.1,34.7,0.1,0.1,0.1,0.4,0.4,43.3,0.1,0.1,1.1,0.6,0.8,0.4,0.7,0.8,1.2,1.1,0.2,1.7,2.5,2.9,0,42,2,1.7,0,0.6,0,0,0.2,80,20,52.3,5.6,29.2,22.6,0.8,0.5,52.3,CB,0
Loris Benito,2019-2020,27,Bordeaux,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.07,0.6,0.08,0.5,0.1,16.7,52.1,63.3,82.4,0.8,3.5,0.7,0.2,5.6,834.8,309.3,26.2,28.9,90.8,21.6,25.3,85.4,2.9,5.5,53.4,41.1,212.5,117.3,2.4,1.7,0.3,1.2,0.5,46.2,3.5,0.2,0.1,1.5,1.2,53.3,0.2,0,1.8,0.3,1.9,1.2,0.8,1.3,0.7,0.2,0.4,1.4,3.3,2.8,0,54,9.2,0,0.1,2.2,2.2,0,0.1,38.5,61.5,73,3.8,19.5,41.9,12.4,1.1,73,CB,0
Loris Benito,2020-2021,28,Bordeaux,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.06,0.3,0,0,0,12.5,51.4,61.1,84.2,0.5,3.5,0.4,0.3,4.1,834.5,316.8,25.7,27.6,93.1,21.4,24.6,87,3.3,6.5,50.5,37.3,189.2,95.7,1.9,1.2,0,0.4,0.3,42.3,2.5,0,0,1.2,0.9,59.7,0.2,0,1.3,0.5,1.4,0.9,0.7,0.9,1.1,0.3,0.8,1.4,2.9,2.4,0,51.4,9.6,0,0.1,1.4,1.4,0,0.1,66.7,33.3,68.7,3.5,25.7,34.1,9.7,0.5,68.7,CB,0
Luan Peres Petroni,2021-2022,27,Marseille,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.04,0.1,0,,0,0,58,66.3,87.3,0.6,4.6,0.2,0.2,4.2,958.6,259.4,27.9,30,93,24.3,27.1,89.4,4.3,6.9,48.5,247.2,143.9,1.7,1.9,0,0.9,0.4,51.6,1.7,0.2,0.1,1.1,0.9,63.1,0.2,0,0.6,0.6,2.2,1.2,1.2,0.5,0.9,0.4,0.5,1.4,3.6,2.2,0,59.1,7.1,1.3,0,0.5,0.8,0,0.1,72.2,27.8,75.3,3.4,22,43.1,10.6,0.5,75.3,CB,0
Lucas Lima,2017-2018,25,Nantes,0.1,0.1,0.2,0.1,0,0,0,0,0,0.2,0.2,0.2,0.2,0,-0.1,0.04,1.1,0.06,0.29,0.2,21.9,34.1,53.5,63.7,1.8,3.6,1.5,1,4.9,588.8,360.1,17.8,20.8,85.4,10.6,16.9,62.5,4.6,11.4,28.7,137,76.7,1.9,1.5,0.2,1.8,1.3,32.3,4.1,0.1,0.1,3.5,1.6,48.8,0.1,0,0.9,0.8,2.5,1.6,1.1,1.3,1.4,0.2,1.2,1.3,3.8,2.9,0,39.2,13.9,2.4,0,0.3,8.4,2.7,0.5,47.1,52.9,66.2,2.8,17,27.1,22.7,0.7,66.2,LB,0
Lucas Lima,2018-2019,26,Nantes,0,0.1,0.1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.05,0.8,0,0,0.1,19,44.2,64,69.1,1.8,3.7,1.4,0.7,5.6,717.9,343.5,23.4,26.6,88.2,14.6,21.4,68.5,4.4,10.7,37,185.1,112.2,3,2.2,0.3,2.1,1.1,40.4,6.4,0.3,0.1,3.5,2.1,46.4,0.2,0,1.7,1.1,1.8,1,0.7,1.2,1.4,0.1,1.3,1,2.8,2.2,0,47.8,15.7,2.7,0.1,0.3,7.8,1.7,0.4,55,45,74.7,2,15.7,32.3,27.7,1,74.7,LB,0
Lucas Perrin,2021-2022,22,Strasbourg,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.04,0.3,0.11,0.33,0.1,33.3,43.9,52.3,84,0.3,5,0.6,0.1,5.3,833.5,325.2,15.7,17.2,91.4,22.3,24.9,89.7,5.1,8.4,39.3,215.2,136,1.2,0.7,0,0.5,0.2,39.9,0.4,0.1,0.1,1.4,1.2,73.6,0.2,0,1.7,1.1,1.5,1.2,0.9,0.7,1,0.4,0.6,1.5,3.1,2.4,0,49.4,2.9,2.2,0.2,0.4,0.1,0,0,60,40,60.8,4,21.5,36.3,3.6,0.5,60.8,CB,0
Malang Sarr,2017-2018,18,Nice,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.1,0.5,0,0,0.1,12.5,66.7,75.6,88.3,0.3,3.7,0.1,0.1,4.9,1341.6,510.3,23.1,24.6,93.6,33.7,36.6,92,9.3,12.6,45.9,289.5,209.5,1.9,0.9,0.1,0.6,0.5,62.6,1.2,0.1,0.1,1,0.7,63.6,0.1,0,0.9,1.1,1.6,1.2,0.5,0.7,1,0.4,0.5,2.1,3.7,3,0.1,71.5,4,1.8,0.1,1.6,0.7,0,0.1,87.5,12.5,84.6,6.1,37.9,41.8,5.3,0.5,84.6,CB,0
Malang Sarr,2018-2019,19,Nice,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.3,0.11,1,0,11.1,58.8,65.8,89.3,0.2,2.9,0.2,0.1,4.2,1092.8,420.1,23.4,25,93.8,28.9,31.1,93.2,6.1,8.3,36.9,176,104,0.6,0.3,0,0.7,0.3,52.2,0.8,0.1,0.1,0.5,0.5,61.6,0,0,0.9,0.9,1.8,1.1,0.9,0.8,0.9,0.4,0.5,2,3.8,3.2,0.1,61.1,4.6,1.9,0,0.7,0.3,0,0.1,56.3,43.8,75.4,5.4,33.2,39.4,3.2,0.2,75.4,CB,0
Malang Sarr,2019-2020,20,Nice,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.2,0.25,1,0.1,25,65.8,73,90.1,0.1,4,0.2,0.1,5.8,1309.5,470,21,22.5,93.1,36.8,38.7,95,7.7,10.8,44.9,236.4,148.5,0.8,0.6,0.1,0.6,0.2,59.9,0.1,0.1,0.1,0.7,0.6,44.8,0.1,0,0.5,0.6,1.2,0.7,0.6,0.8,0.6,0.2,0.4,2.4,3.5,1.9,0.2,68.8,4.1,1.9,0,1.1,0.2,0,0.1,100,0,81.3,6.3,34,43.6,4,0.2,81.3,CB,0
Malo Gusto,2021-2022,18,Lyon,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.05,0.5,0,,0,0,61.6,71.8,85.8,1.2,3.1,1.1,0.7,4.2,949.5,260.8,32.7,36.3,90.1,24.3,27.1,89.6,2.9,5,55.8,302.7,151.3,3.3,2.9,0.6,1.9,0.8,55.8,7.3,0.3,0.2,2.2,2.1,48.5,0.1,0,1.2,1,2.6,1.7,1.1,0.8,1,0.3,0.7,1.6,4.2,2,0,63.2,8.5,0.8,0,0.1,3.3,0.1,0.1,55.9,44.1,84,2.7,20.4,42.3,21.9,1.4,84,RB,1
Mamadou Fofana,2019-2020,21,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.6,0,,0,0,36.4,43.3,84,0.3,1.4,0.1,0,1.6,646.8,214.8,15.8,17.2,91.4,16.4,18.7,87.8,3.7,6,61.3,23.5,109.5,50.8,0.3,0.5,0.1,0.2,0.3,31.4,0.1,0,0,0.9,0.7,38,0.2,0,1.2,0.2,3.2,2,1.2,1.1,1.2,0.6,0.7,1.2,4.5,3.5,0.1,42.4,0.8,0.1,0.2,0.1,0.1,0,0.2,50,50,54.7,4.7,24.6,27.8,2.6,0.2,54.7,CB,0
Mamadou Fofana,2020-2021,22,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.3,0,,0,0,31.6,38,83.2,0.2,1.3,0,0,1.7,571.9,193.7,12.1,13.8,87.8,15.6,17.7,88.2,3.4,5.6,60.6,25.2,92.8,44.6,0.2,0.2,0,0.5,0.3,25.7,0.2,0,0,0.7,0.7,45.8,0.2,0,1,0.1,2.1,0.9,0.6,2,1.2,0.2,1,1.5,3.6,3,0,36.9,1.1,0,0,0,0,0,0,100,0,47.2,4.1,22.6,23.2,1.6,0.4,47.2,CB,0
Marlon,2017-2018,21,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.3,0,,0,0,61.7,65.5,94.3,0.2,2.7,0.1,0,3.5,1159,464.1,23.4,24,97.5,31.5,32.8,96,6.1,7.5,38,191.7,135.2,0.4,0.4,0,0.2,0,56.5,0.1,0,0,0.5,0.4,61.7,0.2,0,0.9,0.5,1.7,1.2,0.7,0.3,0.9,0.7,0.2,0.7,2.4,3.4,0.1,63.4,2.1,1.9,0,0.9,0.1,0,0,81.8,18.2,73,7.4,38,33.5,1.9,0.5,73,CB,1
Marquinhos,2017-2018,23,Paris S-G,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,-0.1,0.1,0.09,0.6,0,,0,0,62.3,66.6,93.7,0.2,2,0.3,0,2.9,1186.5,368.6,23,23.6,97.3,29.3,30.5,96.2,8,9.8,47.4,238.7,140,0.6,0.2,0,0.2,0,56.2,0.2,0.1,0.1,0.5,0.5,67.7,0,0,0.3,0.3,1.1,0.6,0.5,0.3,1.4,0.9,0.6,0.6,1.7,4.5,0.1,64.3,2.1,1.9,0,0.8,0,0,0.1,100,0,75.3,7.2,33.9,39.9,1.6,1.1,75.3,CB,1
Marquinhos,2018-2019,24,Paris S-G,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.19,0.4,0.27,1,0.1,27.3,69.8,76,91.9,0.3,4.7,0.4,0,6,1258,428.5,27.4,29,94.6,33.1,34.6,95.6,7,9.1,50.5,254.8,152.8,0.6,0.7,0,0.2,0.3,63.3,0.4,0.1,0.1,0.9,0.7,63.6,0.1,0,1,0.3,2.2,1.4,1,0.7,1,0.4,0.6,1.5,3.6,2.8,0,74.1,1.8,1.4,0.2,0.5,0,0,0.1,85.7,14.3,84.7,6.3,28.3,51.9,4.7,1,84.7,CB,1
Marquinhos,2019-2020,25,Paris S-G,0.2,0.1,0.2,0.2,0,0,0,0.1,0.1,0,0.2,0.1,0.2,0.1,0,0.17,0.7,0.27,1,0.2,27.3,74.3,79.8,93,0.2,6,1,0,5.9,1320.1,424.8,30.7,32,95.8,34.8,36.6,95,6.6,7.9,52.7,242.7,132.9,0.5,0.9,0.1,0.5,0.6,67.9,0.5,0.2,0.1,1.5,1.3,52.1,0.1,0,1.2,0.4,2.4,1.2,0.7,0.9,1.5,0.5,1,1.5,3.9,1.9,0.1,78.2,1.4,1,0.3,0.7,0.2,0,0.2,77.8,22.2,90.1,5.1,25.3,58.4,6.8,1,90.1,CB,1
Marquinhos,2020-2021,26,Paris S-G,0.1,0,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.15,0.6,0.2,0.38,0.3,53.3,68.2,73.5,92.7,0.1,6.1,0.5,0,4.9,1249,469.9,27.3,28.4,96.1,32.9,34.6,95.2,6.4,8.3,53.2,264.3,163.1,0.6,0.7,0,0.3,0.1,62.7,0.3,0.2,0.2,0.7,0.7,63.6,0.1,0,0.6,0.2,1.1,0.9,0.6,0.5,0.9,0.4,0.5,1.1,2.3,3.2,0.1,72,1.3,1.2,0,0.6,0,0,0.3,100,0,82.2,8.2,34.3,45.2,3.3,1.2,82.2,CB,1
Marquinhos,2021-2022,27,Paris S-G,0.2,0,0.2,0.2,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.18,0.7,0.24,0.71,0.2,33.3,70.5,75.7,93.1,0.2,4.6,0.3,0,4,1353.1,472.6,24.8,25.8,96.1,37.4,38.9,96.3,7.4,9.7,61.3,314.4,183.2,0.3,0.6,0.1,0.3,0.1,64.4,0.3,0.1,0.1,0.7,0.6,51.3,0.2,0,0.2,0.3,1.2,0.4,0.6,0.5,1.1,0.6,0.5,0.5,1.7,3.2,0,73.1,2.4,2,0.1,0.7,0.2,0,0.3,66.7,33.3,83.9,10.8,35.8,44.4,4.1,1,83.9,CB,1
Massadio Haïdara,2020-2021,27,Lens,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.18,0.5,0.17,0.5,0.2,33.3,42.5,52.3,81.2,0.7,2.7,0.8,0.4,4.5,723.3,261.8,20.5,23.3,88,17.2,20.1,85.3,3.7,6.2,33.3,187.9,119.8,2.4,1.1,0.2,1.4,0.3,37.4,3.8,0.1,0.1,1.6,1.3,60.9,0.3,0,1.4,1.5,2,1.4,1,0.6,1.2,0.3,1,1.5,3.5,2.5,0,43.9,8.3,1.5,0,0.6,1.9,0,0.1,48.4,51.6,63.7,2.6,17.7,34.1,12.4,1.3,63.7,LB,0
Massadio Haïdara,2021-2022,28,Lens,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0.14,0.4,0.2,0.5,0.2,40,45.1,54,83.4,0.3,2.3,0.3,0.1,3.3,680.7,221.6,22.9,26,88.1,18,20.9,86,2,3.4,40.1,194.7,104.2,1.8,1.6,0.3,0.8,0.6,39.5,3.8,0.2,0.2,1,0.8,56,0.4,0.1,1.7,0.9,2.3,1.8,1.3,0.8,1.5,0.3,1.2,1.8,4.2,2.6,0,47.3,6.7,1.3,0,0.3,1.5,0,0.1,37.5,62.5,64.5,4.6,19.7,33.8,11.4,1.1,64.5,LB,0
Mateo Pavlović,2017-2018,27,Angers,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.16,0.8,0.11,0.33,0.3,33.3,34.1,40.8,83.6,0.1,1.1,0.1,0,2.7,649.4,262.6,12.2,13.6,89.9,17.8,19.4,91.7,3.7,6.8,28,134,75.4,0.2,0,0,0.2,0.1,28.6,0.1,0.1,0,0.5,0.3,69.4,0.4,0,1.4,0.5,0.6,0.3,0.3,0.6,0.6,0.5,0.1,1,1.6,5.5,0,39,1.6,1.6,0,0.2,0,0,0.1,100,0,49.7,5.4,23,25.2,1.8,1.5,49.7,CB,0
Mateo Pavlović,2018-2019,28,Angers,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.2,0.7,0.11,0.25,0.3,44.4,29.3,34.1,86.1,0.2,0.6,0.1,0,1.1,573,214.4,10.3,11.3,90.8,15.3,16.6,92.1,3.4,5.4,19.4,84.3,43.5,0,0.1,0,0.2,0.1,25.7,0.1,0,0,0.4,0.3,58.8,0.3,0,1,0.3,0.9,0.7,0.4,0.4,1.3,1,0.3,0.7,1.7,5.9,0.1,32.9,1.1,1.1,0,0.3,0,0,0.1,100,0,44.4,7.2,26.1,17.1,1.4,0.9,44.4,CB,0
Matheus Thuler,2021-2022,22,Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.1,0,,0,0,28.9,34.9,82.8,0,0.6,0,0,1.3,528.5,190.8,11.2,12.3,90.6,15.2,17.1,88.9,2,4.1,26.5,127.9,73.7,0.3,0.1,0,0.3,0.3,25.3,0.1,0,0,0.1,0.1,62.5,0.3,0.1,1.3,0.2,2.2,1.3,0.8,0.7,0.9,0.7,0.2,0.9,3.2,3.2,0,33.8,1.2,0.7,0,0,0.2,0,0,,,43.7,8.7,26.6,16.2,1.2,0.3,43.7,CB,0
Mathieu Deplagne,2017-2018,25,Troyes,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.04,0.2,0,0,0,20,40,50.5,79.2,0.5,3,0.4,0.3,4.3,613.8,279.6,22.3,24.9,89.5,13.4,16.7,79.9,2.8,5.5,50.7,27.4,140.2,70,1.8,1.3,0.3,0.4,0.6,29.5,3.1,0.1,0.1,1.2,0.9,55.7,0.2,0,0.8,1,1.9,1.4,0.7,1,1,0.4,0.6,2.2,4.2,3.5,0.1,38.7,11.6,0,0.3,2,2,0,0.1,65.2,34.8,60.9,3.7,20.3,27.4,13.7,0.6,60.9,RB,0
Matt Miazga,2018-2019,23,Nantes,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.08,0.5,0,,0,0,43.4,53.5,81.1,0.2,2.9,0,0,4,831,317.7,16.1,18.4,87.8,22.2,26.2,84.8,4.5,7.7,32.2,131,86.6,0.1,0.2,0,0.2,0.1,36.1,0,0,0,0.1,0.1,86.8,0.6,0,1.4,0.5,1.5,1.4,0.9,0.2,1.4,0.9,0.5,1.5,3,5.1,0.1,50.7,2.7,2.7,0.1,0.9,0.1,0,0,,,64,5.9,29.4,33.1,1.6,0.6,64,CB,0
Matthieu Udol,2019-2020,23,Metz,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,-0.1,0.1,0.23,0.2,0,0,0.1,33.3,35.3,48.9,72.1,0.6,1.9,0.7,0.3,2.7,590.6,255.7,16.9,18.8,90,15.1,20.2,74.9,2.5,7.8,26.5,195.9,122.5,3.2,2.4,0.3,0.7,0.5,30.7,1.4,0.2,0.2,1.7,0.9,48.1,0.2,0,1.1,1.4,2.4,1.6,1.1,0.9,1.7,0.3,1.4,1.9,4.2,3.5,0,38.1,10.7,1.6,0,0.2,3.1,0,0.1,63.6,36.4,61.3,3.9,22.6,28.2,11.3,0.3,61.3,LB,0
